ANIO,FECHA_REGISTRO,REGION_FUENTE,NOMBRE_EXDH_DZ,PROVINCIA_FUENTE,CODIGO_DPA_CANTON,CANTON_FUENTE,PARROQUIA_FUENTE,TIPO_PARROQUIA_FUENTE,NOMBRE_EXCAC_OT,COORDENADA_X_FUENTE,COORDENADA_Y_FUENTE,COTA_FUENTE,PFAFSTETTER,SISTEMA_FUENTE,CUENCA_FUENTE,SUB_CUENCA_FUENTE,MICROCUENCA_FUENTE,TIPO_FUENTE,SITIO_CAPTACION_FUENTE,NOMBRE_FUENTE,NOMBRE_USO_APROVECHAMIENTO,NOMBRE_SUB_USO_APROVECHAMIENTO,GRUPO_USUARIO_AUTORIZADO,TIPO_USUARIO_AUTORIZADO,CODIGO_UNICO,CODIGO_PROCESO,ANIO_TRAMITE,NUMERO_PROCESO,CAUDAL_AUTORIZADO_LS,ESTADO_TRAMITE
2020.0,2020-04-12,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CANGAHUA,RURAL,QUITO,813849.0,9989694.0,3580.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO GUAMBI,"VERTIENTES, MANANTIAL, ACUIFERO",NO DETERMINADA,VERTIENTE PUCYU UCU,RIEGO,USO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,ES-QU-000244-120733,ES-QU-000244-2014,2014.0,244.0,0.38,VIGENTE
2020.0,2020-04-12,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CANGAHUA,RURAL,QUITO,815336.0,10000928.0,2679.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,RIO,RIO GUACHALA TOMA CANAL DEL PISQUE,RIO GUACHALA Y GRANOBLES  /  CAN EL PISQUE,RIEGO,USO EN GENERAL,"DIRECTORIOS DE AGUAS, DIRECTIVOS",PARTICULAR,ES-QU-000301-120721,ES-QU-000301-2015,2015.0,301.0,4000.0,VIGENTE
2020.0,2020-04-12,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CAYAMBE,URBANA,QUITO,822616.0,9997235.0,3339.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,ACEQUIA,NO DETERMINADA,ACEQUIA BORJA  /  SUB RAMAL B2/2 / RIO BLANQUILLO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000747-120730,ES-QU-000747-2011,2011.0,747.0,5.8,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,AYORA,URBANA,QUITO,817198.0,10005854.0,2806.0,15242.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,POZO,POZO INTERIOR DEL PREDIO,POZO PROFUNDO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000008-128006,ES-QU-000008-2016,2016.0,8.0,14.0,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,AYORA,URBANA,QUITO,817198.0,10005854.0,2806.0,15242.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,POZO,POZO INTERIOR DEL PREDIO,POZO PROFUNDO,CONSUMO HUMANO,USO EN GENERAL PARA AGUA POTABLE,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000008-128009,ES-QU-000008-2016,2016.0,8.0,0.22,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,AYORA,URBANA,QUITO,817198.0,10005854.0,2806.0,15242.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,POZO,POZO INTERIOR DEL PREDIO,POZO PROFUNDO,CONSUMO HUMANO,USO EN GENERAL PARA AGUA POTABLE,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000008-128010,ES-QU-000008-2016,2016.0,8.0,4.05,VIGENTE
2020.0,2020-04-23,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CANGAHUA,RURAL,QUITO,815568.0,9991386.0,3354.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,"VERTIENTES, MANANTIAL, ACUIFERO",ACEQUIA DUENDE CUCHO BAJO LA ACEQUIA DEL PUEBLO,VERTIENTE TAXO CUCHO  (SISTEMA DE AGUA POTABLE Y RIEGO),CONSUMO HUMANO,EXTENSIVO A OTROS USOS DE AGUA POTABLE,JUNTAS PARROQUIALES,PARTICULAR,ES-QU-003345-121367,ES-QU-003345-2015,2015.0,3345.0,3.08,NO ESPECIFICADO
2020.0,2020-04-23,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CANGAHUA,RURAL,QUITO,815568.0,9991386.0,3255.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,"VERTIENTES, MANANTIAL, ACUIFERO",ACEQUIA DUENDE CUCHO BAJO LA ACEQUIA DEL PUEBLO,VERTIENTE CHITAPOGYO (SISTEMA DE AGUA POTABLE),CONSUMO HUMANO,EXTENSIVO A OTROS USOS DE AGUA POTABLE,JUNTAS PARROQUIALES,PARTICULAR,ES-QU-003345-121368,ES-QU-003345-2015,2015.0,3345.0,0.64,NO ESPECIFICADO
2020.0,2020-04-23,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CANGAHUA,RURAL,QUITO,815568.0,9991386.0,3324.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,"VERTIENTES, MANANTIAL, ACUIFERO",ACEQUIA DUENDE CUCHO BAJO LA ACEQUIA DEL PUEBLO,VERTIENTE CHUNGA ISHQUI POGYO (SISTEMA DE RIEGO),RIEGO,NO DETERMINADA,JUNTAS PARROQUIALES,PARTICULAR,ES-QU-003345-121369,ES-QU-003345-2015,2015.0,3345.0,3.0,NO ESPECIFICADO
2020.0,2020-04-23,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CANGAHUA,RURAL,QUITO,815568.0,9991386.0,3354.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,"VERTIENTES, MANANTIAL, ACUIFERO",ACEQUIA DUENDE CUCHO BAJO LA ACEQUIA DEL PUEBLO,VERTIENTE TAXO CUCHO  (SISTEMA DE AGUA POTABLE Y RIEGO),RIEGO,NO DETERMINADA,JUNTAS PARROQUIALES,PARTICULAR,ES-QU-003345-121371,ES-QU-003345-2015,2015.0,3345.0,15.9,NO ESPECIFICADO
2020.0,2020-04-23,SIERRA,ESMERALDAS,PICHINCHA,1702.0,CAYAMBE,CANGAHUA,RURAL,QUITO,815568.0,9991386.0,3327.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PISQUE,"VERTIENTES, MANANTIAL, ACUIFERO",ACEQUIA DUENDE CUCHO BAJO LA ACEQUIA DEL PUEBLO,RIO CANGAHUA ( ACEQUIA DEL PUEBLO),RIEGO,NO DETERMINADA,JUNTAS PARROQUIALES,PARTICULAR,ES-QU-003345-121372,ES-QU-003345-2015,2015.0,3345.0,4.0,NO ESPECIFICADO
2020.0,2020-03-31,ORIENTE,SANTIAGO,ZAMORA CHINCHIPE,1907.0,CENTINELA DEL CONDOR,ZUMBI,CABECERA CANTONAL,ZAMORA,751939.0,9568541.0,1373.0,0.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",SAN JUAN DE LA FLORIDA // VERTIENTE SIN NOMBRE,VERTIENTE SIN NOMBRE,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-ZA-000255-121364,SA-ZA-000255-2012,2012.0,255.0,0.2,CANCELADO
2020.0,2020-03-31,ORIENTE,SANTIAGO,ZAMORA CHINCHIPE,1907.0,CENTINELA DEL CONDOR,ZUMBI,CABECERA CANTONAL,ZAMORA,751939.0,9568541.0,1373.0,0.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",SAN JUAN DE LA FLORIDA // VERTIENTE SIN NOMBRE,VERTIENTE SIN NOMBRE,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-ZA-000255-121363,SA-ZA-000255-2012,2012.0,255.0,0.11,CANCELADO
2020.0,2020-06-19,ORIENTE,SANTIAGO,ZAMORA CHINCHIPE,1907.0,CENTINELA DEL CONDOR,ZUMBI,CABECERA CANTONAL,ZAMORA,748195.0,9577811.0,1530.0,0.0,SANTIAGO,RIO SANTIAGO,RIO ZAMORA MEDIO,NO DETERMINADA,QUEBRADA,CANTON CENTINELA DEL CONDOR / PARROQUIA ZUMBI / SECTOR SAN JOSE DE NANGUIPA,QUEBRADA SIN NOMBRE # 3/ PUINTO N§1 / RIO ZAMORA MEDIO,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-ZA-000332-121365,SA-ZA-000332-2012,2012.0,332.0,1.76,CANCELADO
2020.0,2020-01-04,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,714935.0,9783390.0,2402.0,14927.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-MILAGRO,RIO DE ALAMBRE,QUEBRADA,CHILLANES / PARROQUIA MATRIZ / SECTOR GUALAPAMBA,QUEBRADA GUALAPAMBA,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-006985-125565,GU-GD-006985-2015,2015.0,6985.0,0.24,VIGENTE
2020.0,2020-07-10,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,716251.0,9789534.0,2800.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,"VERTIENTES, MANANTIAL, ACUIFERO",CHILLANES / PARROQUIA MATRIZ / SECTOR TAMBAN HUAYCO,VERTIENTE SIN NOMBRE NØ 2,ABREVADERO SOBERANIA ALIMENTARIA,VACUNO,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-000690-115054,GU-GD-000690-1999,1999.0,690.0,0.078,VIGENTE
2020.0,2020-07-10,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,716251.0,9789534.0,2800.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,"VERTIENTES, MANANTIAL, ACUIFERO",CHILLANES / PARROQUIA MATRIZ / SECTOR TAMBAN HUAYCO,VERTIENTE SIN NOMBRE NØ 2,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-000690-115058,GU-GD-000690-1999,1999.0,690.0,0.093,VIGENTE
2020.0,2020-07-20,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,710090.0,9788320.0,2155.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,"VERTIENTES, MANANTIAL, ACUIFERO",CHILLANES / PARROQUIA MATRIZ / SECTOR SANTA ROSA DE CERRITOS,VERTIENTE LA PIEDRA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-001160-118307,GU-GD-001160-2001,2001.0,1160.0,0.04,CANCELADO
2020.0,2020-09-18,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,713233.0,9791712.0,2303.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,CHILLANES / PARROQUIA MATRIZ / RECINTO BUENA VISTA,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-002359-123044,GU-GD-002359-2005,2005.0,2359.0,0.061,VIGENTE
2020.0,2020-09-18,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,713233.0,9791712.0,2303.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,CHILLANES / PARROQUIA MATRIZ / RECINTO BUENA VISTA,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-002359-123042,GU-GD-002359-2005,2005.0,2359.0,0.061,VIGENTE
2020.0,2020-09-18,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,713233.0,9791712.0,2303.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,CHILLANES / PARROQUIA MATRIZ / RECINTO BUENA VISTA,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-002359-123040,GU-GD-002359-2005,2005.0,2359.0,0.061,VIGENTE
2020.0,2020-09-18,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,713233.0,9791712.0,2303.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,CHILLANES / PARROQUIA MATRIZ / RECINTO BUENA VISTA,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PROCURADORES COMUNES, REPRESENTANTES LEGALES",PARTICULAR,GU-GD-002359-123041,GU-GD-002359-2005,2005.0,2359.0,0.061,VIGENTE
2020.0,2020-09-18,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,713233.0,9791712.0,2303.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,CHILLANES / PARROQUIA MATRIZ / RECINTO BUENA VISTA,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-002359-123034,GU-GD-002359-2005,2005.0,2359.0,0.061,VIGENTE
2020.0,2020-09-18,SIERRA,GUAYAS,BOLIVAR,202.0,CHILLANES,CHILLANES,CABECERA CANTONAL,GUARANDA,713233.0,9791712.0,2303.0,14966.0,GUAYAS,RIO GUAYAS,RIO BABAHOYO-SAN PABLO,RIO DE LA CHIMA,QUEBRADA,CHILLANES / PARROQUIA MATRIZ / RECINTO BUENA VISTA,QUEBRADA SIN NOMBRE,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,GU-GD-002359-123043,GU-GD-002359-2005,2005.0,2359.0,0.061,VIGENTE
2020.0,2020-03-30,ORIENTE,SANTIAGO,ZAMORA CHINCHIPE,1902.0,CHINCHIPE,ZUMBA,CABECERA CANTONAL,LOJA,710060.0,9466750.0,1195.0,0.0,CHINCHIPE (MAYO),RIO MAYO,RIO MAYO (MAYO CHINCHIPE),NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",ISIMANCHI,VERTIENTE EL TUNDAL/QUEBRADA IRINUMA/RIO ISIMANCHI / RIO MAYO,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-LJ-005806-121102,SA-LJ-005806-2011,2011.0,5806.0,0.01,CANCELADO
2020.0,2020-03-24,COSTA,MANABI,MANABI,1303.0,CHONE,CANUTO,RURAL,CHONE,597367.0,9912406.0,33.0,0.0,CHONE,RIO CHONE,RIO CARRIZAL,RIO CANUTO Y DREN AL RIO CARRIZAL,RIO,RIO CANUTO,RIO CANUTO Y DREN AL RIO CARRIZAL,RIEGO,USO EN GENERAL,INSTITUCIONES GUBERNAMENTALES,ESTATAL,MA-CH-000321-119481,MA-CH-000321-1986,1986.0,321.0,1000.0,VIGENTE
2020.0,2020-03-30,COSTA,MANABI,MANABI,1303.0,CHONE,CONVENTO,RURAL,CHONE,611811.0,9980641.0,390.0,0.0,JAMA,RIO JAMA,RIO JAMA ALTO,RIO JAMA ALTO Y DREN AL RIO JAMA,POZO,SITIO EL EDEN PROPIEDAD DEL SEÑOR PEDRO MENDOZA A POCOS METROS DEL SUBCENTRO MARGEN IZQUIERDA,POZO ANILLADO,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,JUNTAS ADMINISTRADORAS DE AGUA POTABLE,SECCIONAL,MA-CH-000062-121870,MA-CH-000062-2015,2015.0,62.0,0.19,VIGENTE
2020.0,2020-04-03,COSTA,MANABI,MANABI,1303.0,CHONE,CANUTO,RURAL,CHONE,602688.0,9908179.0,188.0,0.0,CHONE,RIO CHONE,RIO CARRIZAL,RIO CANUTO Y DREN AL RIO CARRIZAL,"VERTIENTES, MANANTIAL, ACUIFERO",PROPIEDAD DE LA SEÑORA TERESA ALCIVAR MARCILLO A 9 KM DE LA PARROQUIA CANUTO,VERTIENTE S/N,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,JUNTAS ADMINISTRADORAS DE AGUA POTABLE,PARTICULAR,MA-CH-000098-128757,MA-CH-000098-2016,2016.0,98.0,0.19,VIGENTE
2020.0,2020-04-03,COSTA,MANABI,MANABI,1303.0,CHONE,BOYACA,RURAL,CHONE,590020.0,9951662.0,461.0,0.0,JAMA,RIO JAMA,RIO MARIANO,RIO MARIANO,"VERTIENTES, MANANTIAL, ACUIFERO",SITIO LIBERALES PROPIEDAD DEL SEÑOR DARIO ZAMBRANO MOREIRA,VERTIENTE S/N,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,JUNTAS ADMINISTRADORAS DE AGUA POTABLE,PARTICULAR,MA-CH-000074-127206,MA-CH-000074-2016,2016.0,74.0,0.7,VIGENTE
2020.0,2020-04-03,COSTA,MANABI,MANABI,1303.0,CHONE,BOYACA,RURAL,CHONE,598871.0,9942429.0,244.0,0.0,CHONE,RIO CHONE,RIO CHONE,ESTERO LOS BRAVOS,"VERTIENTES, MANANTIAL, ACUIFERO",SITIO CHICHANDA PROPIEDAD DEL SEÑOR DIFILO DELGADO,VERTIENTE S/N,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,JUNTAS ADMINISTRADORAS DE AGUA POTABLE,PARTICULAR,MA-CH-000075-127205,MA-CH-000075-2016,2016.0,75.0,1.5,VIGENTE
2020.0,2020-04-03,COSTA,MANABI,MANABI,1303.0,CHONE,ELOY ALFARO,RURAL,CHONE,598754.0,9946724.0,388.0,0.0,JAMA,RIO JAMA,RIO JAMA ALTO,RIO YESCAS Y DREN AL RIO JAMA,"VERTIENTES, MANANTIAL, ACUIFERO",SITIO EL CONTENTO AVANZAR APROXIMADAMENTE 2KM HASTA LA PROPIEDAD DEL SEÑOR GEOVANNY LARA,VERTINTE S/N OJO DE AGUA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"JUNTAS ADMINISTRADORAS DE AGUA, JUNTAS DE AGUAS.",SECCIONAL,MA-CH-000004-116623,MA-CH-000004-2015,2015.0,4.0,0.19,VIGENTE
2020.0,2020-04-03,COSTA,MANABI,MANABI,1303.0,CHONE,ELOY ALFARO,RURAL,CHONE,593394.0,9954252.0,328.0,0.0,JAMA,RIO JAMA,RIO JAMA ALTO,RIO JAMA ALTO Y DREN AL RIO JAMA,"VERTIENTES, MANANTIAL, ACUIFERO",SITIO MUCHIQUE 2 PROPIEDAD DE LOS HEREDEROS MOREIRA VELAZQUEZ,VERTIENTE S/N,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,JUNTAS ADMINISTRADORAS DE AGUA POTABLE,PARTICULAR,MA-CH-000076-128206,MA-CH-000076-2016,2016.0,76.0,0.18,VIGENTE
2020.0,2020-04-03,COSTA,MANABI,MANABI,1303.0,CHONE,RICAURTE,RURAL,CHONE,609072.0,9935356.0,191.0,0.0,CHONE,RIO CHONE,RIO CHONE,RIO GARRAPATA,"VERTIENTES, MANANTIAL, ACUIFERO",SITIO RIO SANTO ENTRAR MANO IZQUIERDA PROPIEDAD HEREDERO MOREIRA MENDOZA,VERTIENTE EL SALTO Y CIEGO,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,JUNTAS ADMINISTRADORAS DE AGUA POTABLE,PARTICULAR,MA-CH-000029-127579,MA-CH-000029-2015,2015.0,29.0,0.33,VIGENTE
2020.0,2020-04-03,COSTA,MANABI,MANABI,1303.0,CHONE,SANTA RITA,URBANA,CHONE,604732.0,9922167.0,17.0,0.0,CHONE,RIO CHONE,RIO CHONE,"RIO GRANDE, PARTE ALTA DEL RIO CHONE",POZO,VIA CAMARETA EL BEJUCO PROPIEDAD DE LAS HERMANAS FRANCISCANAS,POZO,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,JUNTAS ADMINISTRADORAS DE AGUA POTABLE,SECCIONAL,MA-CH-000022-120900,MA-CH-000022-2015,2015.0,22.0,1.26,VIGENTE
2020.0,2020-08-03,COSTA,MANABI,MANABI,1303.0,CHONE,ELOY ALFARO,RURAL,CHONE,593230.0,9955124.0,340.0,15162.0,JAMA,RIO JAMA,RIO JAMA ALTO,RIO YESCAS Y DREN AL RIO JAMA,"VERTIENTES, MANANTIAL, ACUIFERO",SITIO MUCHIQUE 3 VIA SAN ISIDRO ENTRAR A MANO IZQUIERDA,VERTIENTE S/N,TURISTICO,USO EN GENERAL PARA AGUA DE MESA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000005-116657,MA-CH-000005-2015,2015.0,5.0,0.054,VIGENTE
2020.0,2020-08-03,COSTA,MANABI,MANABI,1303.0,CHONE,CHONE,URBANA,CHONE,600918.0,9922689.0,12.0,15162.0,CHONE,RIO CHONE,RIO BAJO CHONE,RIO CHONE BAJO,POZO,EN EL INTERIOR DEL LOCAL CALLE COLON Y 7 DE AGOSTO FRENTE AL SRI,POZO SOMERO,INDUSTRIAL,LAVADORAS,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000016-115139,MA-CH-000016-2014,2014.0,16.0,0.138,VIGENTE
2020.0,2020-08-04,COSTA,MANABI,MANABI,1303.0,CHONE,CHONE,URBANA,CHONE,600942.0,9922857.0,15.0,15162.0,CHONE,RIO CHONE,RIO BAJO CHONE,RIO CHONE BAJO,POZO,CANTON CHONE CALLE ATAHUALPA ENTRE 7 DE AGOSTO Y ROCAFUERTE PREDIIOS DEL LOCAL,POZO,INDUSTRIAL,LAVADORAS,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000068-115871,MA-CH-000068-2014,2014.0,68.0,0.0764,VIGENTE
2020.0,2020-08-04,COSTA,MANABI,MANABI,1303.0,CHONE,CHONE,CABECERA CANTONAL,CHONE,599267.0,9922854.0,17.0,15162.0,CHONE,RIO CHONE,RIO BAJO CHONE,RIO CHONE BAJO,POZO,PREDIOS DE LA LAVADORA AVENIDA ELOY ALFARO,POZO,INDUSTRIAL,LAVADORAS,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000084-128001,MA-CH-000084-2016,2016.0,84.0,0.0938,VIGENTE
2020.0,2020-08-04,COSTA,MANABI,MANABI,1303.0,CHONE,CANUTO,RURAL,CHONE,604168.0,9913178.0,166.0,15162.0,CHONE,RIO CHONE,RIO CARRIZAL,RIO CANUTO Y DREN AL RIO CARRIZAL,POZO,"SITIO SAN PABLO DE TARUGO, PREDIOS DE LA PROCESADORA DE YUCA",POZO,INDUSTRIAL,PROCESADORAS AGROINDUSTRIALES,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000063-115672,MA-CH-000063-2014,2014.0,63.0,0.048,VIGENTE
2020.0,2020-08-04,COSTA,MANABI,MANABI,1303.0,CHONE,SANTA RITA,URBANA,CHONE,605627.0,9926251.0,31.0,15162.0,CHONE,RIO CHONE,RIO CHONE,RIO GARRAPATA,POZO,SITIO SAN ANDRES PREDIO DE LA SEÑORA MARIA ISABEL ARTEAGA CORNEJO,POZO,INDUSTRIAL,AVICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000055-120436,MA-CH-000055-2015,2015.0,55.0,0.04,VIGENTE
2020.0,2020-08-04,COSTA,MANABI,MANABI,1303.0,CHONE,SANTA RITA,URBANA,CHONE,605311.0,9925329.0,20.0,15162.0,CHONE,RIO CHONE,RIO CHONE,RIO GARRAPATA,POZO,KM 6 1/2 DE LA VIA CHONE-QUITO PROPIEDAD DEL AUTORIZADO,POZO,INDUSTRIAL,AVICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000056-120934,MA-CH-000056-2015,2015.0,56.0,0.04,VIGENTE
2020.0,2020-08-04,COSTA,MANABI,MANABI,1303.0,CHONE,SANTA RITA,URBANA,CHONE,605734.0,9925987.0,16.0,15162.0,CHONE,RIO CHONE,RIO CHONE,RIO GARRAPATA,POZO,PREDIOS DEL AUTORIZADO DE LA VIA CHONE-FLAVIO ALFARO A 200 METROS DE LA GASOLINERA,POZO,INDUSTRIAL,AVICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000060-125935,MA-CH-000060-2015,2015.0,60.0,0.03,VIGENTE
2020.0,2020-08-12,COSTA,MANABI,MANABI,1303.0,CHONE,RICAURTE,RURAL,CHONE,609060.0,9933175.0,47.0,15162.0,CHONE,RIO CHONE,RIO CHONE,RIO GARRAPATA,RIO,"SITIO GARRAPATILLA, VIA LOS ANGELES, ENTRAR MANO IZQUIERDA A POCOS METROS DE LA FLORERIA",RIO GARRAPATA,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000061-115134,MA-CH-000061-2014,2014.0,61.0,1.25,CANCELADO
2020.0,2020-08-12,COSTA,MANABI,MANABI,1303.0,CHONE,SANTA RITA,URBANA,CHONE,602210.0,9923360.0,16.0,15164.0,CHONE,RIO CHONE,RIO CHONE,RIO GARRAPATA,POZO,CANTON CHONE SITIO SAN JACINTO BARRIO CAUCA PREDIOS DEL SR. OSORIO,POZO,RIEGO,CULTIVOS DE PASTIZALES,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,MA-CH-000023-115678,MA-CH-000023-2014,2014.0,23.0,2.63,CANCELADO
